# cluster_name	protein_number	swiss_prot_id	go_annotation	protein_list
cluster927	7	Q4R3R9	GO:0003677; F:DNA binding; IEA:InterPro	bGalGal|ENSGALP00010017165.1;bGalGal|ENSGALP00010019218.1;bGymCal|ENSGALT00010032470.150;bGymCal|ENSGALT00010032470.6;bGypBar|ENSGALT00010032470.103;bGypBar|ENSGALT00010032470.7;bGypHim|ENSGALT00010032470.52
cluster956	7	Q15399	GO:0038123; P:toll-like receptor TLR1:TLR2 signaling pathway; TAS:Reactome	bGalGal|ENSGALP00010021182.1;bGalGal|ENSGALP00010024860.1;bGymCal|ENSGALT00010036407.5;bGymCal|ENSGALT00010042370.5;bGypBar|ENSGALT00010036407.4;bGypHim|ENSGALT00010036407.192;bGypHim|ENSGALT00010042370.192
cluster963	7	P97309	GO:0001756; P:somitogenesis; IBA:GO_Central	bGalGal|ENSGALP00010022136.1;bGalGal|ENSGALP00010022237.1;bGymCal|ENSGALT00010038321.396;bGymCal|ENSGALT00010038448.396;bGypBar|ENSGALT00010038448.16;bGypHim|ENSGALT00010038321.33;bGypHim|ENSGALT00010038448.33
cluster968	7	P78317	GO:0046685; P:response to arsenic-containing substance; IDA:UniProtKB	bGalGal|ENSGALP00010024913.1;bGymCal|ENSGALT00010042418.5;bGymCal|ENSGALT00010042418.5531;bGypBar|ENSGALT00010042418.2588;bGypBar|ENSGALT00010042418.4;bGypHim|ENSGALT00010042418.216;bGypHim|ENSGALT00010042418.3285
cluster974	7	Q9ULC6	GO:0018101; P:protein citrullination; IDA:UniProtKB	bGalGal|ENSGALP00010026928.1;bGalGal|ENSGALP00010026964.1;bGymCal|ENSGALT00010045090.157;bGymCal|ENSGALT00010045149.157;bGypBar|ENSGALT00010045090.138;bGypBar|ENSGALT00010045149.138;bVulGry|ENSGALT00010045149.118
cluster987	7	P42931	N/A	bGalGal|ENSGALP00010034320.1;bGymCal|ENSGALT00010056570.29362;bGymCal|ENSGALT00010056570.36;bGypBar|ENSGALT00010056570.14604;bGypBar|ENSGALT00010056570.49;bGypHim|ENSGALT00010056570.20984;bGypHim|ENSGALT00010056570.353
cluster993	7	N/A	N/A	bGalGal|ENSGALP00010042131.1;bGymCal|ENSGALT00010068425.73;bGymCal|ENSGALT00010068437.73;bGypBar|ENSGALT00010068425.86;bGypBar|ENSGALT00010068437.86;bGypHim|ENSGALT00010068425.497;bGypHim|ENSGALT00010068437.497
cluster994	7	O93295	GO:0046872; F:metal ion binding; IEA:UniProtKB-KW	bGalGal|ENSGALP00010042419.1;bGalGal|ENSGALP00010042441.1;bGymCal|ENSGALT00010068977.16;bGypBar|ENSGALT00010068977.27;bGypBar|ENSGALT00010068997.27;bGypHim|ENSGALT00010068977.92;bGypHim|ENSGALT00010068997.92
cluster995	7	O93526	GO:0047844; F:deoxycytidine deaminase activity; IDA:UniProtKB	bGalGal|ENSGALP00010044011.1;bGalGal|ENSGALP00010044086.1;bGymCal|ENSGALT00010071322.17;bGymCal|ENSGALT00010071396.17;bGypBar|ENSGALT00010071320.28;bGypHim|ENSGALT00010071320.619;bGypHim|ENSGALT00010071396.385
cluster1008	6	Q9Y226	GO:0015747; P:urate transport; IDA:UniProtKB	bGalGal|ENSGALP00010000133.1;bGalGal|ENSGALP00010000188.1;bGalGal|ENSGALP00010039571.1;bGalGal|ENSGALP00010039595.1;bGymCal|ENSGALT00010064710.2;bGypBar|ENSGALT00010064596.3
cluster1109	6	P0CG40	GO:0006357; P:regulation of transcription by RNA polymerase II; IBA:GO_Central	bGalGal|ENSGALP00010004317.1;bGalGal|ENSGALP00010033257.1;bGalGal|ENSGALP00010036286.1;bGymCal|ENSGALT00010055006.7;bGypBar|ENSGALT00010055006.8;bGypHim|ENSGALT00010055006.176
cluster1206	6	P80391	GO:0042742; P:defense response to bacterium; IEA:UniProtKB-KW	bGalGal|ENSGALP00010010279.1;bGymCal|ENSGALT00010018716.15296;bGymCal|ENSGALT00010018716.29;bGymCal|ENSGALT00010018729.55524;bGypBar|ENSGALT00010018716.9569;bGypHim|ENSGALT00010018716.50
cluster1295	6	Q6QLR2	GO:0050829; P:defense response to Gram-negative bacterium; IDA:AgBase	bGalGal|ENSGALP00010016248.1;bGymCal|ENSGALT00010028355.115584;bGymCal|ENSGALT00010028355.14962;bGymCal|ENSGALT00010028355.29;bGypBar|ENSGALT00010028355.39;bGypHim|ENSGALT00010028355.50
cluster1305	6	Q1LZE1	GO:0008270; F:zinc ion binding; IEA:InterPro	bGalGal|ENSGALP00010016643.1;bGalGal|ENSGALP00010017963.1;bGymCal|ENSGALT00010030928.2678;bGypBar|ENSGALT00010028884.1246;bGypBar|ENSGALT00010030928.1397;bGypHim|ENSGALT00010030928.1758
cluster1320	6	P79764	GO:0045454; P:cell redox homeostasis; IEA:InterPro	bGalGal|ENSGALP00010018012.1;bGymCal|ENSGALT00010030996.10256;bGymCal|ENSGALT00010030996.15;bGypBar|ENSGALT00010030996.3070;bGypHim|ENSGALT00010030996.236;bGypHim|ENSGALT00010030996.4239
cluster1457	6	P04201	GO:0007283; P:spermatogenesis; IEA:Ensembl	bGalGal|ENSGALP00010032716.1;bGalGal|ENSGALP00010032791.1;bGymCal|ENSGALT00010054193.66;bGypBar|ENSGALT00010054193.79;bGypHim|ENSGALT00010054193.626;bGypHim|ENSGALT00010054284.12203
cluster1476	6	O94832	GO:0010923; P:negative regulation of phosphatase activity; IDA:UniProtKB	bGalGal|ENSGALP00010035754.1;bGalGal|ENSGALP00010038275.1;bGymCal|ENSGALT00010058805.36;bGypBar|ENSGALT00010058805.49;bGypBar|ENSGALT00010062010.55;bGypHim|ENSGALT00010058805.613
cluster1491	6	N/A	N/A	bGalGal|ENSGALP00010038427.1;bGalGal|ENSGALP00010038473.1;bGalGal|ENSGALP00010038748.1;bGymCal|ENSGALT00010062238.17136;bGymCal|ENSGALT00010062238.2880;bGypBar|ENSGALT00010062238.16018
cluster2125	5	Q9UJV9	GO:0032481; P:positive regulation of type I interferon production; TAS:Reactome	bGalGal|ENSGALP00010004350.1;bGalGal|ENSGALP00010013022.1;bGalGal|ENSGALP00010016943.1;bGymCal|ENSGALT00010022586.13;bGypBar|ENSGALT00010022586.19
cluster2474	5	Q9P272	GO:0002098; P:tRNA wobble uridine modification; IBA:GO_Central	bGalGal|ENSGALP00010006256.1;bGalGal|ENSGALP00010020604.1;bGymCal|ENSGALT00010035403.5;bGypBar|ENSGALT00010035403.4;bGypHim|ENSGALT00010035403.15
cluster2620	5	Q9Y2P4	GO:0000038; P:very long-chain fatty acid metabolic process; TAS:ProtInc	bGalGal|ENSGALP00010007023.1;bGalGal|ENSGALP00010013302.1;bGymCal|ENSGALT00010023006.6;bGypBar|ENSGALT00010023006.7;bGypHim|ENSGALT00010023006.282
cluster3523	5	Q9UPU9	GO:0043488; P:regulation of mRNA stability; IBA:GO_Central	bGalGal|ENSGALP00010012372.1;bGalGal|ENSGALP00010027124.1;bGymCal|ENSGALT00010045466.4;bGypBar|ENSGALT00010045466.5;bGypHim|ENSGALT00010045466.190
cluster3557	5	Q96EB6	GO:0050872; P:white fat cell differentiation; ISS:BHF-UCL	bGalGal|ENSGALP00010012588.1;bGalGal|ENSGALP00010012647.1;bGalGal|ENSGALP00010029829.1;bGymCal|ENSGALT00010022053.42;bGypBar|ENSGALT00010022055.89
cluster3780	5	Q6AY30	GO:0009247; P:glycolipid biosynthetic process; IBA:GO_Central	bGalGal|ENSGALP00010013810.1;bGymCal|ENSGALT00010024272.3;bGymCal|ENSGALT00010024272.4737;bGypBar|ENSGALT00010024272.10;bGypHim|ENSGALT00010024272.6
cluster3859	5	P28700	GO:0061032; P:visceral serous pericardium development; TAS:DFLAT	bGalGal|ENSGALP00010014253.1;bGalGal|ENSGALP00010042281.1;bGymCal|ENSGALT00010068843.16;bGypBar|ENSGALT00010068839.27;bGypHim|ENSGALT00010068839.91
cluster3928	5	Q17QC5	GO:0006886; P:intracellular protein transport; IEA:InterPro	bGalGal|ENSGALP00010014562.1;bGymCal|ENSGALT00010025876.10661;bGypBar|ENSGALT00010025876.131;bGypBar|ENSGALT00010025879.545;bGypHim|ENSGALT00010025876.729
cluster4383	5	B6SEH9	GO:0016021; C:integral component of membrane; IEA:UniProtKB-KW	bGalGal|ENSGALP00010017230.1;bGalGal|ENSGALP00010032863.1;bGymCal|ENSGALT00010029616.21169;bGypBar|ENSGALT00010028429.3062;bGypHim|ENSGALT00010029616.156473
cluster4454	5	P25067	GO:0030198; P:extracellular matrix organization; IBA:GO_Central	bGalGal|ENSGALP00010017656.1;bGalGal|ENSGALP00010020787.1;bGymCal|ENSGALT00010035840.44;bGypBar|ENSGALT00010035840.60;bGypHim|ENSGALT00010035847.177
cluster6212	5	P02640	GO:0009617; P:response to bacterium; ISS:UniProtKB	bGalGal|ENSGALP00010027417.1;bGalGal|ENSGALP00010039481.1;bGymCal|ENSGALT00010046012.7;bGypBar|ENSGALT00010046020.8;bGypHim|ENSGALT00010046012.8
cluster7091	5	Q9Y282	GO:0006890; P:retrograde vesicle-mediated transport, Golgi to ER; IBA:GO_Central	bGalGal|ENSGALP00010032205.1;bGymCal|ENSGALT00010053411.1658;bGymCal|ENSGALT00010053418.2699;bGymCal|ENSGALT00010053429.70;bGypBar|ENSGALT00010053429.90
cluster8023	5	O60320	GO:0016021; C:integral component of membrane; IEA:UniProtKB-KW	bGalGal|ENSGALP00010037390.1;bGalGal|ENSGALP00010041509.1;bGymCal|ENSGALT00010060631.11;bGypBar|ENSGALT00010060631.16;bGypHim|ENSGALT00010060631.88
cluster8148	5	O75452	GO:0006629; P:lipid metabolic process; TAS:ProtInc	bGalGal|ENSGALP00010038038.1;bGalGal|ENSGALP00010038102.1;bGalGal|ENSGALP00010039064.1;bGymCal|ENSGALT00010061720.112;bGypBar|ENSGALT00010061720.81
cluster8247	5	N/A	N/A	bGalGal|ENSGALP00010038639.1;bGymCal|ENSGALT00010062484.7;bGypBar|ENSGALT00010062484.323;bGypBar|ENSGALT00010062484.8;bGypHim|ENSGALT00010062484.110
cluster9228	5	Q01592	GO:0042450; P:arginine biosynthetic process via ornithine; IEA:InterPro	bGalGal|ENSGALP00010044420.1;bGymCal|ENSGALT00010071732.2905;bGymCal|ENSGALT00010071736.17;bGypBar|ENSGALT00010071734.28;bGypHim|ENSGALT00010071734.157
cluster9283	5	Q60HH8	GO:0046458; P:hexadecanal metabolic process; ISS:UniProtKB	bGalGal|ENSGALP00010044681.1;bGymCal|ENSGALT00010071991.17;bGypBar|ENSGALT00010071991.2735;bGypBar|ENSGALT00010071991.28;bGypHim|ENSGALT00010071991.64
cluster9358	4	Q92035	GO:0001507; P:acetylcholine catabolic process in synaptic cleft; IEA:InterPro	bGalGal|ENSGALP00010000502.1;bGalGal|ENSGALP00010001471.1;bGymCal|ENSGALT00010002925.9;bGypBar|ENSGALT00010000941.704
cluster9481	4	J3S836	GO:0006954; P:inflammatory response; IEA:InterPro	bGalGal|ENSGALP00010004425.1;bGalGal|ENSGALP00010004446.1;bGymCal|ENSGALT00010007417.282;bGypBar|ENSGALT00010007417.130
cluster9498	4	Q9CQ26	GO:0016579; P:protein deubiquitination; IMP:MGI	bGalGal|ENSGALP00010004848.1;bGalGal|ENSGALP00010029392.1;bGymCal|ENSGALT00010049728.43;bGypBar|ENSGALT00010049728.82
cluster9555	4	Q96JM7	GO:0030225; P:macrophage differentiation; IEA:Ensembl	bGalGal|ENSGALP00010007074.1;bGalGal|ENSGALP00010022576.1;bGymCal|ENSGALT00010039089.69;bGypBar|ENSGALT00010012510.21
cluster9686	4	P31689	GO:1901998; P:toxin transport; IEA:Ensembl	bGalGal|ENSGALP00010010987.1;bGalGal|ENSGALP00010042824.1;bGymCal|ENSGALT00010019439.6539;bGypBar|ENSGALT00010019439.3033
cluster9850	4	Q8BZ25	GO:0004674; F:protein serine/threonine kinase activity; IEA:UniProtKB-KW	bGalGal|ENSGALP00010014828.1;bGalGal|ENSGALP00010037647.1;bGymCal|ENSGALT00010026204.1;bGypHim|ENSGALT00010060890.287
cluster9932	4	Q3KNV8	GO:0060819; P:inactivation of X chromosome by genetic imprinting; ISS:UniProtKB	bGalGal|ENSGALP00010017484.1;bGymCal|ENSGALT00010030082.22;bGymCal|ENSGALT00010030094.1602;bGypBar|ENSGALT00010030082.4626
cluster10009	4	Q5U405	GO:0061436; P:establishment of skin barrier; IMP:MGI	bGalGal|ENSGALP00010019772.1;bGalGal|ENSGALP00010033540.1;bGymCal|ENSGALT00010055389.61;bGypBar|ENSGALT00010055389.72
cluster10112	4	P37198	GO:0016032; P:viral process; TAS:Reactome	bGalGal|ENSGALP00010022725.1;bGymCal|ENSGALT00010039398.24;bGypBar|ENSGALT00010039386.3211;bGypBar|ENSGALT00010039398.35
cluster10498	4	P04041	GO:0010269; P:response to selenium ion; IEP:RGD	bGalGal|ENSGALP00010031204.1;bGalGal|ENSGALP00010040652.1;bGymCal|ENSGALT00010066393.167;bGypBar|ENSGALT00010066386.143
cluster10502	4	Q5ZL67	GO:1901329; P:regulation of odontoblast differentiation; ISS:UniProtKB	bGalGal|ENSGALP00010031317.1;bGalGal|ENSGALP00010033077.1;bGalGal|ENSGALP00010035748.1;bGymCal|ENSGALT00010052408.36
cluster10523	4	P10632	GO:0006805; P:xenobiotic metabolic process; IBA:GO_Central	bGalGal|ENSGALP00010031811.1;bGalGal|ENSGALP00010035355.1;bGymCal|ENSGALT00010052905.5202;bGypBar|ENSGALT00010052905.2595
cluster10625	4	P11364	N/A	bGalGal|ENSGALP00010034183.1;bGalGal|ENSGALP00010034473.1;bGalGal|ENSGALP00010042750.1;bGymCal|ENSGALT00010056816.58
cluster11477	3	O76054	GO:0045540; P:regulation of cholesterol biosynthetic process; NAS:UniProtKB	bGalGal|ENSGALP00010000214.1;bGalGal|ENSGALP00010000579.1;bGymCal|ENSGALT00010000398.41
cluster11504	3	Q6ZMV7	N/A	bGalGal|ENSGALP00010001902.1;bGymCal|ENSGALT00010003462.9;bGypBar|ENSGALT00010003462.14
cluster11513	3	Q6P4I2	GO:0006997; P:nucleus organization; IMP:UniProtKB	bGalGal|ENSGALP00010002340.1;bGymCal|ENSGALT00010004041.72;bGypBar|ENSGALT00010004041.88
cluster11527	3	Q9QYE9	GO:0045595; P:regulation of cell differentiation; IBA:GO_Central	bGalGal|ENSGALP00010003863.1;bGymCal|ENSGALT00010006220.72;bGypBar|ENSGALT00010006208.88
cluster11528	3	O88819	GO:0006486; P:protein glycosylation; IDA:MGI	bGalGal|ENSGALP00010003929.1;bGymCal|ENSGALT00010006363.3;bGypBar|ENSGALT00010006363.12
cluster11558	3	Q9H410	GO:0043312; P:neutrophil degranulation; TAS:Reactome	bGalGal|ENSGALP00010005429.1;bGymCal|ENSGALT00010009188.211;bGypBar|ENSGALT00010009188.183
cluster11576	3	Q6PDD0	GO:0052695; P:cellular glucuronidation; IEA:Ensembl	bGalGal|ENSGALP00010006556.1;bGymCal|ENSGALT00010011704.5;bGypBar|ENSGALT00010011704.4
cluster11599	3	Q5ZLS3	GO:0010390; P:histone monoubiquitination; IEA:InterPro	bGalGal|ENSGALP00010007838.1;bGymCal|ENSGALT00010013276.15;bGypHim|ENSGALT00010013276.418
cluster11604	3	Q6T310	GO:0007165; P:signal transduction; IEA:InterPro	bGalGal|ENSGALP00010008159.1;bGymCal|ENSGALT00010013786.1;bGypBar|ENSGALT00010013786.15
cluster11619	3	Q6YJI5	GO:0008033; P:tRNA processing; IEA:UniProtKB-KW	bGalGal|ENSGALP00010008824.1;bGymCal|ENSGALT00010014993.3;bGypBar|ENSGALT00010014993.12
cluster11626	3	Q8K1L6	N/A	bGalGal|ENSGALP00010009278.1;bGymCal|ENSGALT00010016226.12;bGypBar|ENSGALT00010016226.17
cluster11640	3	P48723	GO:0030433; P:ubiquitin-dependent ERAD pathway; IBA:GO_Central	bGalGal|ENSGALP00010010077.1;bGymCal|ENSGALT00010018411.1;bGypHim|ENSGALT00010018411.547
cluster11642	3	Q9UL36	GO:0071333; P:cellular response to glucose stimulus; IEP:UniProtKB	bGalGal|ENSGALP00010010163.1;bGymCal|ENSGALT00010018574.2;bGypBar|ENSGALT00010018574.1
cluster11651	3	Q6PL18	GO:0006357; P:regulation of transcription by RNA polymerase II; TAS:Reactome	bGalGal|ENSGALP00010010678.1;bGymCal|ENSGALT00010019129.2;bGypHim|ENSGALT00010019129.38
cluster11653	3	Q9ULH1	GO:0071803; P:positive regulation of podosome assembly; IBA:GO_Central	bGalGal|ENSGALP00010010755.1;bGymCal|ENSGALT00010019207.2;bGypBar|ENSGALT00010019207.1
cluster11659	3	Q06831	GO:0060412; P:ventricular septum morphogenesis; IMP:BHF-UCL	bGalGal|ENSGALP00010010981.1;bGymCal|ENSGALT00010019433.2;bGypBar|ENSGALT00010019433.13
cluster11681	3	O02697	GO:0006468; P:protein phosphorylation; IBA:GO_Central	bGalGal|ENSGALP00010012296.1;bGymCal|ENSGALT00010021581.1;bGypBar|ENSGALT00010021551.2
cluster11688	3	E2RA18	GO:0065003; P:protein-containing complex assembly; IEA:Ensembl	bGalGal|ENSGALP00010012539.1;bGymCal|ENSGALT00010021902.5;bGypBar|ENSGALT00010021902.4
cluster11703	3	Q0P570	GO:0008284; P:positive regulation of cell proliferation; ISS:UniProtKB	bGalGal|ENSGALP00010013301.1;bGymCal|ENSGALT00010023009.12;bGypHim|ENSGALT00010023009.332
cluster11707	3	A4IH46	GO:0006869; P:lipid transport; ISS:UniProtKB	bGalGal|ENSGALP00010013505.1;bGymCal|ENSGALT00010023364.3;bGypBar|ENSGALT00010023364.20
cluster11723	3	P53776	GO:0045944; P:positive regulation of transcription by RNA polymerase II; ISO:MGI	bGalGal|ENSGALP00010014646.1;bGymCal|ENSGALT00010025990.25;bGypBar|ENSGALT00010025990.11
cluster11726	3	Q9JJL8	GO:0006434; P:seryl-tRNA aminoacylation; ISS:UniProtKB	bGalGal|ENSGALP00010014757.1;bGymCal|ENSGALT00010026133.1190;bGypHim|ENSGALT00010026133.652
cluster11732	3	O42479	GO:0006783; P:heme biosynthetic process; IBA:GO_Central	bGalGal|ENSGALP00010014998.1;bGymCal|ENSGALT00010026374.6;bGypHim|ENSGALT00010026374.419
cluster11737	3	Q9CPQ1	GO:0004129; F:cytochrome-c oxidase activity; IEA:InterPro	bGalGal|ENSGALP00010015409.1;bGymCal|ENSGALT00010027080.2;bGypBar|ENSGALT00010027080.1
cluster11742	3	O54743	GO:0060021; P:roof of mouth development; ISO:MGI	bGalGal|ENSGALP00010015792.1;bGymCal|ENSGALT00010027574.2;bGypHim|ENSGALT00010027574.18
cluster11754	3	P09309	GO:0039648; P:modulation by virus of host protein ubiquitination; IEA:UniProtKB-KW	bGalGal|ENSGALP00010016412.1;bGalGal|ENSGALP00010017388.1;bGymCal|ENSGALT00010026765.36484
cluster11758	3	Q9UBV7	GO:0097435; P:supramolecular fiber organization; IMP:UniProtKB	bGalGal|ENSGALP00010016606.1;bGymCal|ENSGALT00010028847.13;bGypBar|ENSGALT00010028836.19
cluster11797	3	Q8SNA0	GO:0045058; P:T cell selection; NAS:UniProtKB	bGalGal|ENSGALP00010019156.1;bGymCal|ENSGALT00010032381.13;bGypHim|ENSGALT00010032388.57
cluster11799	3	O15182	GO:0030474; P:spindle pole body duplication; IBA:GO_Central	bGalGal|ENSGALP00010019470.1;bGymCal|ENSGALT00010032898.15;bGypHim|ENSGALT00010032898.133
cluster11817	3	Q9BVJ6	GO:0006364; P:rRNA processing; TAS:Reactome	bGalGal|ENSGALP00010020652.1;bGymCal|ENSGALT00010035548.59;bGypBar|ENSGALT00010035548.73
cluster11829	3	Q02020	GO:0051258; P:protein polymerization; IEA:InterPro	bGalGal|ENSGALP00010020864.1;bGymCal|ENSGALT00010035943.32;bGypHim|ENSGALT00010035943.55
cluster11830	3	O15229	GO:0006569; P:tryptophan catabolic process; TAS:Reactome	bGalGal|ENSGALP00010020894.1;bGymCal|ENSGALT00010035997.7;bGypHim|ENSGALT00010035997.557
cluster11842	3	Q5RJP7	GO:0005576; C:extracellular region; IEA:UniProtKB-SubCell	bGalGal|ENSGALP00010022053.1;bGymCal|ENSGALT00010038212.5;bGypBar|ENSGALT00010038212.4
cluster11859	3	Q5XHH9	GO:0006629; P:lipid metabolic process; IEA:UniProtKB-KW	bGalGal|ENSGALP00010022925.1;bGalGal|ENSGALP00010036752.1;bGymCal|ENSGALT00010039666.6
cluster11874	3	P58043	GO:0070328; P:triglyceride homeostasis; IMP:MGI	bGalGal|ENSGALP00010023673.1;bGymCal|ENSGALT00010040706.69;bGypHim|ENSGALT00010040706.451
cluster11882	3	Q8IZ08	GO:0004930; F:G protein-coupled receptor activity; IEA:UniProtKB-KW	bGalGal|ENSGALP00010024105.1;bGymCal|ENSGALT00010041184.4;bGypBar|ENSGALT00010041184.5
cluster11901	3	Q9H7Z3	GO:0016246; P:RNA interference; IBA:GO_Central	bGalGal|ENSGALP00010025096.1;bGymCal|ENSGALT00010042606.4;bGypHim|ENSGALT00010042606.22
cluster11903	3	Q9H0C1	GO:0046872; F:metal ion binding; IEA:UniProtKB-KW	bGalGal|ENSGALP00010025185.1;bGymCal|ENSGALT00010042695.79;bGypBar|ENSGALT00010042695.92
cluster11905	3	Q5ZJ08	GO:0006437; P:tyrosyl-tRNA aminoacylation; IEA:InterPro	bGalGal|ENSGALP00010025236.1;bGymCal|ENSGALT00010042746.44;bGypBar|ENSGALT00010042746.60
cluster11914	3	Q28GB8	GO:0060395; P:SMAD protein signal transduction; IBA:GO_Central	bGalGal|ENSGALP00010025406.1;bGymCal|ENSGALT00010042916.43;bGypBar|ENSGALT00010042916.56
cluster11918	3	Q13588	GO:0007265; P:Ras protein signal transduction; TAS:ProtInc	bGalGal|ENSGALP00010025493.1;bGymCal|ENSGALT00010043003.27;bGypHim|ENSGALT00010043003.112
cluster11926	3	Q5F3Z9	GO:0043488; P:regulation of mRNA stability; IBA:GO_Central	bGalGal|ENSGALP00010025867.1;bGymCal|ENSGALT00010043538.4;bGypBar|ENSGALT00010043538.5
cluster11927	3	P06746	GO:0048536; P:spleen development; IEA:Ensembl	bGalGal|ENSGALP00010025921.1;bGalGal|ENSGALP00010027554.1;bGymCal|ENSGALT00010043584.43
cluster11939	3	Q8WUT4	GO:0008542; P:visual learning; IEA:Ensembl	bGalGal|ENSGALP00010026718.1;bGymCal|ENSGALT00010044796.26;bGypBar|ENSGALT00010044796.38
cluster11973	3	P33076	GO:0034341; P:response to interferon-gamma; IDA:BHF-UCL	bGalGal|ENSGALP00010027879.1;bGymCal|ENSGALT00010046857.30;bGypBar|ENSGALT00010046857.46
cluster11985	3	A6NIK2	N/A	bGalGal|ENSGALP00010028621.1;bGymCal|ENSGALT00010048530.66;bGypBar|ENSGALT00010048530.79
cluster11989	3	N/A	N/A	bGalGal|ENSGALP00010028720.1;bGymCal|ENSGALT00010048629.51;bGypBar|ENSGALT00010048629.67
cluster12029	3	O15417	GO:0003682; F:chromatin binding; IEA:InterPro	bGalGal|ENSGALP00010030545.1;bGymCal|ENSGALT00010051354.27;bGypBar|ENSGALT00010051354.36
cluster12031	3	Q8IYL3	GO:0005634; C:nucleus; IDA:HPA	bGalGal|ENSGALP00010030646.1;bGymCal|ENSGALT00010051455.35;bGypBar|ENSGALT00010051455.48
cluster12035	3	Q96FI4	GO:0006979; P:response to oxidative stress; IDA:UniProtKB	bGalGal|ENSGALP00010030857.1;bGymCal|ENSGALT00010051733.11;bGypHim|ENSGALT00010051733.89
cluster12045	3	Q92954	GO:0006955; P:immune response; IEA:InterPro	bGalGal|ENSGALP00010031173.1;bGymCal|ENSGALT00010052200.10;bGypBar|ENSGALT00010052200.41
cluster12061	3	Q5XIA9	GO:0051301; P:cell division; IEA:UniProtKB-KW	bGalGal|ENSGALP00010031920.1;bGymCal|ENSGALT00010053018.435;bGypHim|ENSGALT00010053018.9
cluster12066	3	Q5ZKG1	GO:0006412; P:translation; ISS:UniProtKB	bGalGal|ENSGALP00010032121.1;bGymCal|ENSGALT00010053297.58;bGypHim|ENSGALT00010053297.206
cluster12067	3	Q496H8	GO:1990138; P:neuron projection extension; IEA:Ensembl	bGalGal|ENSGALP00010032123.1;bGymCal|ENSGALT00010053303.12;bGypBar|ENSGALT00010053303.17
cluster12070	3	Q70E73	GO:0007165; P:signal transduction; IEA:InterPro	bGalGal|ENSGALP00010032267.1;bGymCal|ENSGALT00010053550.7;bGypBar|ENSGALT00010053550.8
cluster12079	3	Q5ZJA2	GO:0043066; P:negative regulation of apoptotic process; IEA:UniProtKB-UniRule	bGalGal|ENSGALP00010032758.1;bGymCal|ENSGALT00010054279.12;bGypHim|ENSGALT00010054279.393
cluster12089	3	N/A	N/A	bGalGal|ENSGALP00010033182.1;bGymCal|ENSGALT00010054884.30;bGypHim|ENSGALT00010054884.32
cluster12133	3	Q9ES89	GO:0019276; P:UDP-N-acetylgalactosamine metabolic process; IMP:CAFA	bGalGal|ENSGALP00010035016.1;bGymCal|ENSGALT00010057661.10;bGypBar|ENSGALT00010057661.11
cluster12173	3	Q8N4M9	GO:0002223; P:stimulatory C-type lectin receptor signaling pathway; TAS:Reactome	bGalGal|ENSGALP00010037073.1;bGymCal|ENSGALT00010060314.4;bGypBar|ENSGALT00010060314.25
cluster12179	3	A6H7H7	GO:0005654; C:nucleoplasm; IEA:Ensembl	bGalGal|ENSGALP00010037341.1;bGymCal|ENSGALT00010060582.46;bGypBar|ENSGALT00010060582.63
cluster12187	3	A6QLK2	GO:0010212; P:response to ionizing radiation; ISS:UniProtKB	bGalGal|ENSGALP00010037560.1;bGymCal|ENSGALT00010060801.112;bGypHim|ENSGALT00010060801.584
cluster12188	3	Q6N063	GO:0016705; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; IEA:InterPro	bGalGal|ENSGALP00010037559.1;bGymCal|ENSGALT00010060802.21;bGypHim|ENSGALT00010060802.11
cluster12195	3	P43004	GO:0007632; P:visual behavior; IEA:Ensembl	bGalGal|ENSGALP00010037854.1;bGymCal|ENSGALT00010061203.4;bGypHim|ENSGALT00010061200.121
cluster12219	3	Q8CB87	GO:0032482; P:Rab protein signal transduction; IBA:GO_Central	bGalGal|ENSGALP00010038667.1;bGymCal|ENSGALT00010062534.38;bGypBar|ENSGALT00010062534.50
cluster12220	3	Q6UXB8	GO:0030414; F:peptidase inhibitor activity; IEA:UniProtKB-KW	bGalGal|ENSGALP00010038691.1;bGymCal|ENSGALT00010062584.38;bGypBar|ENSGALT00010062584.50
cluster12222	3	Q96AA2	GO:0045214; P:sarcomere organization; TAS:BHF-UCL	bGalGal|ENSGALP00010038983.1;bGymCal|ENSGALT00010063159.39;bGypBar|ENSGALT00010063159.55
cluster12226	3	Q8NFT6	GO:0010571; P:positive regulation of nuclear cell cycle DNA replication; IMP:UniProtKB	bGalGal|ENSGALP00010039143.1;bGymCal|ENSGALT00010063414.36;bGypBar|ENSGALT00010063414.49
cluster12272	3	Q9Y6N6	GO:0007601; P:visual perception; IEA:Ensembl	bGalGal|ENSGALP00010040953.1;bGymCal|ENSGALT00010066963.16;bGypBar|ENSGALT00010066963.27
cluster12284	3	Q91ZU9	GO:0051924; P:regulation of calcium ion transport; IMP:UniProtKB	bGalGal|ENSGALP00010041528.1;bGymCal|ENSGALT00010067785.49;bGypBar|ENSGALT00010067785.61
cluster12290	3	Q8K3D3	GO:0000724; P:double-strand break repair via homologous recombination; IMP:UniProtKB	bGalGal|ENSGALP00010041853.1;bGymCal|ENSGALT00010068110.16;bGypBar|ENSGALT00010068110.27
cluster12297	3	Q3TV70	GO:0005654; C:nucleoplasm; ISO:MGI	bGalGal|ENSGALP00010042301.1;bGymCal|ENSGALT00010068859.49;bGypBar|ENSGALT00010068859.61
