# cluster_name	protein_number	swiss_prot_id	go_annotation	protein_list
cluster9362	4	Q8QZX0	GO:0018107; P:peptidyl-threonine phosphorylation; ISO:MGI	bGalGal|ENSGALP00010000614.1;bGalGal|ENSGALP00010006260.1;bGypBar|ENSGALT00010010964.499;bVulGry|ENSGALT00010010964.202
cluster9365	4	Q86WS5	GO:0004252; F:serine-type endopeptidase activity; IEA:InterPro	bGalGal|ENSGALP00010000716.1;bGalGal|ENSGALP00010032734.1;bGypBar|ENSGALT00010054225.81;bVulGry|ENSGALT00010054225.75
cluster9416	4	Q1RMU5	GO:0000245; P:spliceosomal complex assembly; ISS:UniProtKB	bGalGal|ENSGALP00010002535.1;bGalGal|ENSGALP00010040872.1;bGypBar|ENSGALT00010066783.24;bVulGry|ENSGALT00010066783.14
cluster9458	4	Q8WVV5	GO:0050852; P:T cell receptor signaling pathway; IBA:GO_Central	bGalGal|ENSGALP00010003990.1;bGalGal|ENSGALP00010041119.1;bGalGal|ENSGALP00010041142.1;bVulGry|ENSGALT00010067212.82
cluster9731	4	O73592	GO:0006355; P:regulation of transcription, DNA-templated; IEA:InterPro	bGalGal|ENSGALP00010011874.1;bGalGal|ENSGALP00010024866.1;bGypHim|ENSGALT00010042376.114;bVulGry|ENSGALT00010042376.3
cluster9765	4	O70437	GO:0042060; P:wound healing; IMP:RGD	bGalGal|ENSGALP00010012877.1;bGalGal|ENSGALP00010016770.1;bGalGal|ENSGALP00010042049.1;bVulGry|ENSGALT00010068308.72
cluster9980	4	Q5T8W9	GO:0051056; P:regulation of small GTPase mediated signal transduction; TAS:Reactome	bGalGal|ENSGALP00010019000.1;bGalGal|ENSGALP00010027437.1;bGypBar|ENSGALT00010046040.48;bVulGry|ENSGALT00010046040.35
cluster9995	4	Q9PUF6	GO:0070374; P:positive regulation of ERK1 and ERK2 cascade; IBA:GO_Central	bGalGal|ENSGALP00010019405.1;bGalGal|ENSGALP00010023501.1;bGypHim|ENSGALT00010032729.15;bVulGry|ENSGALT00010032763.5
cluster10046	4	P56701	GO:0042176; P:regulation of protein catabolic process; IEA:InterPro	bGalGal|ENSGALP00010021111.1;bGalGal|ENSGALP00010021522.1;bGypBar|ENSGALT00010036314.14;bVulGry|ENSGALT00010036314.9
cluster10084	4	K9JA28	GO:0034342; P:response to type III interferon; IDA:UniProtKB	bGalGal|ENSGALP00010021962.1;bGalGal|ENSGALP00010022010.1;bGypBar|ENSGALT00010038061.552;bVulGry|ENSGALT00010038061.44
cluster10141	4	P35405	GO:0019229; P:regulation of vasoconstriction; IEA:InterPro	bGalGal|ENSGALP00010023261.1;bGalGal|ENSGALP00010028661.1;bGypBar|ENSGALT00010040133.4;bVulGry|ENSGALT00010040133.5
cluster10330	4	P48029	GO:0006936; P:muscle contraction; TAS:ProtInc	bGalGal|ENSGALP00010027677.1;bGalGal|ENSGALP00010029391.1;bGypBar|ENSGALT00010049741.24;bVulGry|ENSGALT00010049741.14
cluster10377	4	Q5BLE8	GO:0051786; F:all-trans-retinol 13,14-reductase activity; IDA:ZFIN	bGalGal|ENSGALP00010028631.1;bGalGal|ENSGALP00010037773.1;bGypBar|ENSGALT00010048540.160;bVulGry|ENSGALT00010061053.36
cluster10439	4	B1AJZ9	N/A	bGalGal|ENSGALP00010029896.1;bGalGal|ENSGALP00010030771.1;bGypBar|ENSGALT00010050639.70;bVulGry|ENSGALT00010050639.53
cluster10461	4	Q91029	GO:0016055; P:Wnt signaling pathway; IBA:GO_Central	bGalGal|ENSGALP00010030389.1;bGalGal|ENSGALP00010033186.1;bGypBar|ENSGALT00010054898.81;bVulGry|ENSGALT00010054898.75
cluster10555	4	Q5RDE7	GO:0006777; P:Mo-molybdopterin cofactor biosynthetic process; IEA:UniProtKB-KW	bGalGal|ENSGALP00010032733.1;bGalGal|ENSGALP00010038383.1;bGypBar|ENSGALT00010054221.90;bVulGry|ENSGALT00010054221.71
cluster10831	4	A2AG06	GO:0007130; P:synaptonemal complex assembly; IMP:UniProtKB	bGalGal|ENSGALP00010039082.1;bGalGal|ENSGALP00010039133.1;bGypBar|ENSGALT00010063316.55;bVulGry|ENSGALT00010063316.39
cluster10870	4	Q61878	GO:0032753; P:positive regulation of interleukin-4 production; IMP:MGI	bGalGal|ENSGALP00010039810.1;bGypBar|ENSGALT00010065416.123;bGypBar|ENSGALT00010065416.43329;bVulGry|ENSGALT00010065416.104
cluster10883	4	Q8NBT9	GO:0007155; P:cell adhesion; IEA:UniProtKB-KW	bGalGal|ENSGALP00010040094.1;bGalGal|ENSGALP00010040103.1;bGypBar|ENSGALT00010065837.50;bVulGry|ENSGALT00010065837.37
cluster10895	4	Q6PGE4	GO:0006355; P:regulation of transcription, DNA-templated; IEA:InterPro	bGalGal|ENSGALP00010040301.1;bGypBar|ENSGALT00010066035.3;bGypBar|ENSGALT00010066035.5806;bVulGry|ENSGALT00010066035.2
cluster10920	4	Q7TQG1	N/A	bGalGal|ENSGALP00010040626.1;bGypBar|ENSGALT00010066360.50;bVulGry|ENSGALT00010056512.4;bVulGry|ENSGALT00010066360.37
cluster10950	4	P16413	GO:0004364; F:glutathione transferase activity; IEA:UniProtKB-EC	bGalGal|ENSGALP00010041120.1;bGalGal|ENSGALP00010041405.1;bVulGry|ENSGALT00010067216.37;bVulGry|ENSGALT00010067662.37
cluster10976	4	Q6GLK2	GO:0006631; P:fatty acid metabolic process; IEA:UniProtKB-KW	bGalGal|ENSGALP00010041642.1;bGalGal|ENSGALP00010041708.1;bGypBar|ENSGALT00010067899.86;bVulGry|ENSGALT00010067964.230
cluster10977	4	P27003	GO:0006900; P:vesicle budding from membrane; IEA:Ensembl	bGalGal|ENSGALP00010041649.1;bGalGal|ENSGALP00010041710.1;bGypBar|ENSGALT00010067907.86;bVulGry|ENSGALT00010067906.72
cluster10979	4	Q7ZWX9	GO:0005730; C:nucleolus; IEA:UniProtKB-SubCell	bGalGal|ENSGALP00010041659.1;bGalGal|ENSGALP00010042805.1;bGypHim|ENSGALT00010069544.367;bVulGry|ENSGALT00010069544.45
cluster10980	4	Q8VDK1	GO:0006807; P:nitrogen compound metabolic process; IEA:InterPro	bGalGal|ENSGALP00010041667.1;bGalGal|ENSGALP00010041742.1;bGypBar|ENSGALT00010067924.86;bVulGry|ENSGALT00010067999.230
cluster11473	3	P00530	GO:0004715; F:non-membrane spanning protein tyrosine kinase activity; IEA:UniProtKB-EC	bGalGal|ENSGALP00010000048.1;bGypBar|ENSGALT00010000072.16;bVulGry|ENSGALT00010000072.11
cluster11474	3	Q99828	GO:0038163; P:thrombopoietin-mediated signaling pathway; ISS:UniProtKB	bGalGal|ENSGALP00010000049.1;bGypBar|ENSGALT00010000074.16;bVulGry|ENSGALT00010000073.11
cluster11475	3	Q8VHX6	GO:0048747; P:muscle fiber development; IDA:UniProtKB	bGalGal|ENSGALP00010000077.1;bGypBar|ENSGALT00010000114.11176;bVulGry|ENSGALT00010000114.9229
cluster11476	3	Q499P8	GO:0016021; C:integral component of membrane; IEA:UniProtKB-KW	bGalGal|ENSGALP00010000202.1;bGalGal|ENSGALP00010000792.1;bVulGry|ENSGALT00010001451.1900
cluster11481	3	O95294	GO:0007165; P:signal transduction; TAS:ProtInc	bGalGal|ENSGALP00010000418.1;bGypBar|ENSGALT00010000794.59;bVulGry|ENSGALT00010000794.42
cluster11482	3	O54929	GO:0016567; P:protein ubiquitination; IEA:UniProtKB-UniPathway	bGalGal|ENSGALP00010000434.1;bGypBar|ENSGALT00010000808.59;bVulGry|ENSGALT00010000810.42
cluster11483	3	Q9H3Q7	GO:0002223; P:stimulatory C-type lectin receptor signaling pathway; TAS:Reactome	bGalGal|ENSGALP00010000496.1;bGypBar|ENSGALT00010000935.704;bVulGry|ENSGALT00010000935.8822
cluster11485	3	Q9EQC5	GO:0006890; P:retrograde vesicle-mediated transport, Golgi to ER; ISS:UniProtKB	bGalGal|ENSGALP00010000547.1;bGypHim|ENSGALT00010001045.823;bVulGry|ENSGALT00010001050.167
cluster11486	3	Q863G0	GO:0004129; F:cytochrome-c oxidase activity; IEA:InterPro	bGalGal|ENSGALP00010000569.1;bGypHim|ENSGALT00010001164.8791;bVulGry|ENSGALT00010001164.3122
cluster11489	3	Q2KJG8	GO:0016310; P:phosphorylation; ISS:HGNC	bGalGal|ENSGALP00010000738.1;bGypBar|ENSGALT00010001363.608;bVulGry|ENSGALT00010001363.2174
cluster11490	3	Q8N6Y1	GO:0007156; P:homophilic cell adhesion via plasma membrane adhesion molecules; IEA:InterPro	bGalGal|ENSGALP00010000829.1;bGypHim|ENSGALT00010001523.13;bVulGry|ENSGALT00010001525.1
cluster11491	3	P17208	GO:0003223; P:ventricular compact myocardium morphogenesis; IMP:UniProtKB	bGalGal|ENSGALP00010000860.1;bGypBar|ENSGALT00010001554.2;bVulGry|ENSGALT00010001554.1
cluster11493	3	Q61955	GO:0050808; P:synapse organization; IMP:MGI	bGalGal|ENSGALP00010000991.1;bGypBar|ENSGALT00010001792.791;bVulGry|ENSGALT00010001792.633
cluster11501	3	Q8TF74	GO:0051127; P:positive regulation of actin nucleation; IBA:GO_Central	bGalGal|ENSGALP00010001642.1;bGalGal|ENSGALP00010036625.1;bVulGry|ENSGALT00010059865.36
cluster11505	3	A7YY62	GO:0015031; P:protein transport; IEA:UniProtKB-KW	bGalGal|ENSGALP00010002003.1;bGypBar|ENSGALT00010003570.15;bVulGry|ENSGALT00010003570.1
cluster11507	3	P02790	GO:0016032; P:viral process; IEA:UniProtKB-KW	bGalGal|ENSGALP00010002070.1;bGypBar|ENSGALT00010003685.15;bVulGry|ENSGALT00010003685.1
cluster11511	3	P49407	GO:0006511; P:ubiquitin-dependent protein catabolic process; IMP:UniProtKB	bGalGal|ENSGALP00010002306.1;bGypBar|ENSGALT00010004007.88;bVulGry|ENSGALT00010004007.70
cluster11512	3	Q61072	GO:0007179; P:transforming growth factor beta receptor signaling pathway; IMP:BHF-UCL	bGalGal|ENSGALP00010002328.1;bGalGal|ENSGALP00010024980.1;bVulGry|ENSGALT00010042488.40
cluster11520	3	O57476	GO:0050821; P:protein stabilization; IBA:GO_Central	bGalGal|ENSGALP00010003545.1;bGypBar|ENSGALT00010005717.338;bVulGry|ENSGALT00010005717.177
cluster11523	3	Q8BHH8	GO:0016021; C:integral component of membrane; IEA:UniProtKB-KW	bGalGal|ENSGALP00010003774.1;bGypBar|ENSGALT00010006054.9;bVulGry|ENSGALT00010006054.8
cluster11529	3	Q9H2Q8	GO:0005654; C:nucleoplasm; TAS:Reactome	bGalGal|ENSGALP00010003952.1;bGypHim|ENSGALT00010006394.14;bVulGry|ENSGALT00010006394.3
cluster11530	3	Q9NQV8	GO:0014003; P:oligodendrocyte development; IBA:GO_Central	bGalGal|ENSGALP00010003989.1;bGalGal|ENSGALP00010029909.1;bVulGry|ENSGALT00010006472.84
cluster11542	3	Q05117	GO:0032496; P:response to lipopolysaccharide; IMP:MGI	bGalGal|ENSGALP00010004568.1;bGypHim|ENSGALT00010007644.719;bVulGry|ENSGALT00010007644.138
cluster11546	3	Q9P2N1	GO:0007165; P:signal transduction; TAS:ProtInc	bGalGal|ENSGALP00010004655.1;bGypBar|ENSGALT00010007742.12;bVulGry|ENSGALT00010007742.3
cluster11550	3	P48435	GO:0006355; P:regulation of transcription, DNA-templated; IBA:GO_Central	bGalGal|ENSGALP00010004901.1;bGypBar|ENSGALT00010008255.20;bVulGry|ENSGALT00010008255.3
cluster11551	3	Q99J21	GO:0051209; P:release of sequestered calcium ion into cytosol; ISO:MGI	bGalGal|ENSGALP00010004951.1;bGypBar|ENSGALT00010008409.130;bVulGry|ENSGALT00010008409.107
cluster11553	3	A6QQ91	GO:0007165; P:signal transduction; IEA:InterPro	bGalGal|ENSGALP00010005169.1;bGypBar|ENSGALT00010008826.130;bVulGry|ENSGALT00010008826.107
cluster11559	3	Q9NQZ2	GO:0006364; P:rRNA processing; TAS:Reactome	bGalGal|ENSGALP00010005602.1;bGypBar|ENSGALT00010009496.80;bVulGry|ENSGALT00010009496.64
cluster11565	3	Q66S13	GO:0090729; F:toxin activity; IEA:UniProtKB-KW	bGalGal|ENSGALP00010005908.1;bGypBar|ENSGALT00010010110.230;bVulGry|ENSGALT00010010113.122
cluster11567	3	Q5ZHN1	GO:0000920; P:septum digestion after cytokinesis; IBA:GO_Central	bGalGal|ENSGALP00010005939.1;bGypBar|ENSGALT00010010159.230;bVulGry|ENSGALT00010010159.122
cluster11568	3	N/A	N/A	bGalGal|ENSGALP00010005995.1;bGypBar|ENSGALT00010010244.230;bVulGry|ENSGALT00010010244.15739
cluster11569	3	Q9BWV1	GO:0007224; P:smoothened signaling pathway; IEA:InterPro	bGalGal|ENSGALP00010006013.1;bGypBar|ENSGALT00010010271.6;bVulGry|ENSGALT00010010271.1
cluster11571	3	Q8CAY6	GO:0045797; P:positive regulation of intestinal cholesterol absorption; IDA:CACAO	bGalGal|ENSGALP00010006060.1;bGypHim|ENSGALT00010010373.2;bVulGry|ENSGALT00010010373.3
cluster11580	3	B2RXA1	GO:0007165; P:signal transduction; IEA:UniProtKB-KW	bGalGal|ENSGALP00010006679.1;bGypBar|ENSGALT00010011939.6;bVulGry|ENSGALT00010011939.1
cluster11583	3	D6RIA3	N/A	bGalGal|ENSGALP00010006966.1;bGypHim|ENSGALT00010012398.41;bVulGry|ENSGALT00010012398.41
cluster11584	3	Q8AXP2	GO:0005576; C:extracellular region; IEA:UniProtKB-KW	bGalGal|ENSGALP00010006969.1;bGypBar|ENSGALT00010012405.6;bVulGry|ENSGALT00010012405.1
cluster11585	3	Q9BSM1	GO:0006355; P:regulation of transcription, DNA-templated; TAS:UniProtKB	bGalGal|ENSGALP00010007233.1;bGypBar|ENSGALT00010012669.4;bVulGry|ENSGALT00010012669.5
cluster11586	3	Q2KHT9	GO:0008289; F:lipid binding; IEA:UniProtKB-KW	bGalGal|ENSGALP00010007258.1;bGalGal|ENSGALP00010035300.1;bVulGry|ENSGALT00010058136.36
cluster11591	3	P58215	GO:0021510; P:spinal cord development; ISS:UniProtKB	bGalGal|ENSGALP00010007470.1;bGypBar|ENSGALT00010012902.4;bVulGry|ENSGALT00010012908.5
cluster11597	3	Q9BZ94	GO:0000977; F:RNA polymerase II regulatory region sequence-specific DNA binding; IBA:GO_Central	bGalGal|ENSGALP00010007780.1;bGalGal|ENSGALP00010024015.1;bVulGry|ENSGALT00010041057.9
cluster11601	3	Q8N103	GO:0007165; P:signal transduction; IEA:InterPro	bGalGal|ENSGALP00010007863.1;bGypHim|ENSGALT00010013300.2;bVulGry|ENSGALT00010013301.3
cluster11607	3	O35740	GO:0060412; P:ventricular septum morphogenesis; IMP:BHF-UCL	bGalGal|ENSGALP00010008333.1;bGypHim|ENSGALT00010014146.2;bVulGry|ENSGALT00010014146.3
cluster11609	3	Q9R0D8	GO:0008017; F:microtubule binding; IBA:GO_Central	bGalGal|ENSGALP00010008521.1;bGypBar|ENSGALT00010014503.4;bVulGry|ENSGALT00010014503.5
cluster11612	3	Q49AM3	N/A	bGalGal|ENSGALP00010008655.1;bGypBar|ENSGALT00010014697.4;bVulGry|ENSGALT00010014700.5
cluster11613	3	Q2PYN8	GO:0006355; P:regulation of transcription, DNA-templated; ISS:UniProtKB	bGalGal|ENSGALP00010008676.1;bGypBar|ENSGALT00010014723.4;bVulGry|ENSGALT00010014723.5
cluster11617	3	Q9PU36	GO:0007416; P:synapse assembly; IEA:InterPro	bGalGal|ENSGALP00010008778.1;bGypBar|ENSGALT00010014914.2;bVulGry|ENSGALT00010014914.1
cluster11625	3	Q9H996	GO:0005634; C:nucleus; IDA:HPA	bGalGal|ENSGALP00010009277.1;bGypBar|ENSGALT00010016225.2;bVulGry|ENSGALT00010016225.1
cluster11628	3	Q14687	N/A	bGalGal|ENSGALP00010009353.1;bGypBar|ENSGALT00010016458.17;bVulGry|ENSGALT00010016458.12
cluster11646	3	P08F94	GO:0032006; P:regulation of TOR signaling; IMP:UniProtKB	bGalGal|ENSGALP00010010479.1;bGypBar|ENSGALT00010018930.39;bVulGry|ENSGALT00010018930.29
cluster11647	3	O00512	GO:0035019; P:somatic stem cell population maintenance; IEA:Ensembl	bGalGal|ENSGALP00010010470.1;bGypBar|ENSGALT00010018920.6;bVulGry|ENSGALT00010018920.1
cluster11649	3	Q75NR7	GO:0061820; P:telomeric D-loop disassembly; ISO:MGI	bGalGal|ENSGALP00010010538.1;bGypBar|ENSGALT00010018989.207;bVulGry|ENSGALT00010018989.139
cluster11652	3	Q5NCE8	GO:0045016; P:mitochondrial magnesium ion transmembrane transport; ISS:UniProtKB	bGalGal|ENSGALP00010010675.1;bGypBar|ENSGALT00010019126.13;bVulGry|ENSGALT00010019126.2
cluster11660	3	Q13950	GO:0006367; P:transcription initiation from RNA polymerase II promoter; TAS:Reactome	bGalGal|ENSGALP00010011046.1;bGypBar|ENSGALT00010019498.39;bVulGry|ENSGALT00010019498.29
cluster11661	3	Q8BK35	GO:0006364; P:rRNA processing; IBA:GO_Central	bGalGal|ENSGALP00010011103.1;bGypBar|ENSGALT00010019555.131;bVulGry|ENSGALT00010019555.149
cluster11665	3	Q8IZF2	GO:0043129; P:surfactant homeostasis; IEA:Ensembl	bGalGal|ENSGALP00010011435.1;bGypBar|ENSGALT00010019887.39;bVulGry|ENSGALT00010019887.29
cluster11666	3	Q9H173	GO:0006457; P:protein folding; NAS:UniProtKB	bGalGal|ENSGALP00010011605.1;bGypHim|ENSGALT00010020057.102;bVulGry|ENSGALT00010020054.13
cluster11671	3	O35710	GO:0032496; P:response to lipopolysaccharide; IDA:UniProtKB	bGalGal|ENSGALP00010011773.1;bGypHim|ENSGALT00010020244.67;bVulGry|ENSGALT00010020244.5
cluster11673	3	Q9HCN4	GO:0003924; F:GTPase activity; IBA:GO_Central	bGalGal|ENSGALP00010012006.1;bGypBar|ENSGALT00010020854.39;bVulGry|ENSGALT00010020854.29
cluster11680	3	Q5ZI08	GO:0006368; P:transcription elongation from RNA polymerase II promoter; IBA:GO_Central	bGalGal|ENSGALP00010012274.1;bGypBar|ENSGALT00010021553.131;bVulGry|ENSGALT00010021553.129
cluster11683	3	Q3ZBU2	GO:0043457; P:regulation of cellular respiration; IEA:Ensembl	bGalGal|ENSGALP00010012425.1;bGypBar|ENSGALT00010021725.57;bVulGry|ENSGALT00010021742.63
cluster11684	3	Q8NFC6	GO:0031297; P:replication fork processing; IDA:UniProtKB	bGalGal|ENSGALP00010012463.1;bGypBar|ENSGALT00010021792.4;bVulGry|ENSGALT00010021792.5
cluster11685	3	P50053	GO:0010043; P:response to zinc ion; IBA:GO_Central	bGalGal|ENSGALP00010012457.1;bGypHim|ENSGALT00010021784.710;bVulGry|ENSGALT00010021784.29
cluster11686	3	Q91VF2	GO:0002347; P:response to tumor cell; IEA:Ensembl	bGalGal|ENSGALP00010012484.1;bGypHim|ENSGALT00010021841.40;bVulGry|ENSGALT00010021826.7
cluster11689	3	Q15653	GO:0006351; P:transcription, DNA-templated; TAS:ProtInc	bGalGal|ENSGALP00010012549.1;bGypHim|ENSGALT00010021920.652;bVulGry|ENSGALT00010021920.129
cluster11690	3	Q9HCU5	GO:0003400; P:regulation of COPII vesicle coating; IBA:GO_Central	bGalGal|ENSGALP00010012554.1;bGypBar|ENSGALT00010021933.1006;bVulGry|ENSGALT00010021933.29
cluster11691	3	Q9Y289	GO:0015887; P:pantothenate transmembrane transport; IBA:GO_Central	bGalGal|ENSGALP00010012580.1;bGypHim|ENSGALT00010021964.710;bVulGry|ENSGALT00010021964.29
cluster11692	3	P14866	GO:0006396; P:RNA processing; TAS:ProtInc	bGalGal|ENSGALP00010012608.1;bGypHim|ENSGALT00010022000.652;bVulGry|ENSGALT00010022000.129
cluster11695	3	Q9UF47	GO:0016020; C:membrane; IEA:UniProtKB-SubCell	bGalGal|ENSGALP00010012739.1;bGypBar|ENSGALT00010022189.39;bVulGry|ENSGALT00010022189.307
cluster11697	3	Q5ZM88	GO:0006351; P:transcription, DNA-templated; IEA:InterPro	bGalGal|ENSGALP00010012891.1;bGypHim|ENSGALT00010022399.390;bVulGry|ENSGALT00010022399.29
cluster11698	3	Q96JG9	GO:0046872; F:metal ion binding; IEA:UniProtKB-KW	bGalGal|ENSGALP00010013068.1;bGypBar|ENSGALT00010022616.17;bVulGry|ENSGALT00010022616.12
cluster11706	3	Q96K31	N/A	bGalGal|ENSGALP00010013447.1;bGypBar|ENSGALT00010023242.1;bVulGry|ENSGALT00010023242.2
cluster11715	3	Q8C850	GO:0030198; P:extracellular matrix organization; IBA:GO_Central	bGalGal|ENSGALP00010014016.1;bGypBar|ENSGALT00010024716.20;bVulGry|ENSGALT00010024716.3
cluster11718	3	O14649	GO:0042493; P:response to drug; IEA:Ensembl	bGalGal|ENSGALP00010014082.1;bGypBar|ENSGALT00010024835.20;bVulGry|ENSGALT00010024835.3
cluster11719	3	Q7T0Y4	GO:0060285; P:cilium-dependent cell motility; ISS:UniProtKB	bGalGal|ENSGALP00010014200.1;bGypBar|ENSGALT00010024989.39;bVulGry|ENSGALT00010024992.29
cluster11729	3	Q9P2E7	GO:0007156; P:homophilic cell adhesion via plasma membrane adhesion molecules; IEA:Ensembl	bGalGal|ENSGALP00010014883.1;bGypBar|ENSGALT00010026259.19;bVulGry|ENSGALT00010026259.13
cluster11738	3	Q6ZRC1	N/A	bGalGal|ENSGALP00010015483.1;bGypBar|ENSGALT00010027191.4;bVulGry|ENSGALT00010027191.5
cluster11743	3	Q86UE4	GO:0051897; P:positive regulation of protein kinase B signaling; IDA:UniProtKB	bGalGal|ENSGALP00010015810.1;bGypBar|ENSGALT00010027603.1;bVulGry|ENSGALT00010027603.2
cluster11745	3	Q8R5G7	GO:0007165; P:signal transduction; IEA:InterPro	bGalGal|ENSGALP00010015862.1;bGypBar|ENSGALT00010027673.19;bVulGry|ENSGALT00010027673.13
cluster11750	3	A6QQ70	GO:0000226; P:microtubule cytoskeleton organization; IBA:GO_Central	bGalGal|ENSGALP00010016036.1;bGalGal|ENSGALP00010040900.1;bVulGry|ENSGALT00010066841.45
cluster11752	3	O60346	GO:0002667; P:regulation of T cell anergy; IEA:Ensembl	bGalGal|ENSGALP00010016418.1;bGypBar|ENSGALT00010028588.13;bVulGry|ENSGALT00010028588.2
cluster11753	3	Q3ZC33	GO:0019853; P:L-ascorbic acid biosynthetic process; ISS:UniProtKB	bGalGal|ENSGALP00010016380.1;bGypBar|ENSGALT00010028542.20;bVulGry|ENSGALT00010028539.3
cluster11767	3	Q9Y2U8	GO:1902531; P:regulation of intracellular signal transduction; IEA:InterPro	bGalGal|ENSGALP00010017233.1;bGypHim|ENSGALT00010029619.10;bVulGry|ENSGALT00010029619.1
cluster11769	3	E0CYV9	N/A	bGalGal|ENSGALP00010017292.1;bGypBar|ENSGALT00010029713.19;bVulGry|ENSGALT00010029713.13
cluster11770	3	A6NMB9	GO:0010569; P:regulation of double-strand break repair via homologous recombination; IBA:GO_Central	bGalGal|ENSGALP00010017403.1;bGalGal|ENSGALP00010032670.1;bVulGry|ENSGALT00010054155.75
cluster11771	3	Q9UJX0	GO:0043065; P:positive regulation of apoptotic process; IEA:InterPro	bGalGal|ENSGALP00010017487.1;bVulGry|ENSGALT00010030105.2;bVulGry|ENSGALT00010060439.12
cluster11773	3	Q3UKU1	GO:0006368; P:transcription elongation from RNA polymerase II promoter; ISO:MGI	bGalGal|ENSGALP00010017645.1;bGypBar|ENSGALT00010030436.26;bVulGry|ENSGALT00010030424.15
cluster11775	3	P58242	GO:0006685; P:sphingomyelin catabolic process; IEA:InterPro	bGalGal|ENSGALP00010017733.1;bGalGal|ENSGALP00010017734.1;bVulGry|ENSGALT00010030566.59
cluster11781	3	O35683	GO:0055114; P:oxidation-reduction process; IEA:UniProtKB-KW	bGalGal|ENSGALP00010018044.1;bGypHim|ENSGALT00010031040.23;bVulGry|ENSGALT00010031040.23
cluster11794	3	Q5JTC6	GO:0016055; P:Wnt signaling pathway; TAS:Reactome	bGalGal|ENSGALP00010018933.1;bGypBar|ENSGALT00010032143.34;bVulGry|ENSGALT00010032143.23
cluster11798	3	P35251	GO:0019985; P:translesion synthesis; TAS:Reactome	bGalGal|ENSGALP00010019200.1;bGypBar|ENSGALT00010032446.4;bVulGry|ENSGALT00010032446.5
cluster11800	3	Q24K15	GO:0001525; P:angiogenesis; IEA:UniProtKB-KW	bGalGal|ENSGALP00010019512.1;bGypHim|ENSGALT00010033006.156;bVulGry|ENSGALT00010033006.19
cluster11804	3	P22674	GO:0042493; P:response to drug; IEA:Ensembl	bGalGal|ENSGALP00010019697.1;bGypHim|ENSGALT00010033391.52;bVulGry|ENSGALT00010033391.6
cluster11805	3	Q99624	GO:0006814; P:sodium ion transport; IEA:UniProtKB-KW	bGalGal|ENSGALP00010019831.1;bGalGal|ENSGALP00010040930.1;bVulGry|ENSGALT00010066908.14
cluster11806	3	Q28739	GO:0006955; P:immune response; IEA:InterPro	bGalGal|ENSGALP00010019855.1;bGypHim|ENSGALT00010033727.156;bVulGry|ENSGALT00010033727.19
cluster11809	3	Q99PV5	GO:0001756; P:somitogenesis; IBA:GO_Central	bGalGal|ENSGALP00010020280.1;bGypHim|ENSGALT00010034530.195;bVulGry|ENSGALT00010034530.1
cluster11810	3	Q8WV93	GO:0007005; P:mitochondrion organization; IMP:UniProtKB	bGalGal|ENSGALP00010020294.1;bGypBar|ENSGALT00010034549.12;bVulGry|ENSGALT00010034549.3
cluster11812	3	Q9H7F0	GO:0006874; P:cellular calcium ion homeostasis; IBA:GO_Central	bGalGal|ENSGALP00010020349.1;bGalGal|ENSGALP00010029188.1;bVulGry|ENSGALT00010034675.9
cluster11820	3	Q5RA70	GO:0015693; P:magnesium ion transport; ISS:UniProtKB	bGalGal|ENSGALP00010020726.1;bGypBar|ENSGALT00010035743.35;bVulGry|ENSGALT00010035743.24
cluster11823	3	O95613	GO:0007165; P:signal transduction; IEA:InterPro	bGalGal|ENSGALP00010020860.1;bGypBar|ENSGALT00010035941.8;bVulGry|ENSGALT00010035941.7
cluster11827	3	Q9H1P6	N/A	bGalGal|ENSGALP00010020830.1;bGypHim|ENSGALT00010035900.323;bVulGry|ENSGALT00010035900.38
cluster11832	3	B1AL88	GO:0098703; P:calcium ion import across plasma membrane; IBA:GO_Central	bGalGal|ENSGALP00010020922.1;bGypHim|ENSGALT00010036037.345;bVulGry|ENSGALT00010036037.1
cluster11834	3	Q6P2S1	GO:0046785; P:microtubule polymerization; IDA:UniProtKB	bGalGal|ENSGALP00010021002.1;bGypHim|ENSGALT00010036107.182;bVulGry|ENSGALT00010036107.24
cluster11835	3	P14780	GO:0001501; P:skeletal system development; IEA:Ensembl	bGalGal|ENSGALP00010021072.1;bGypBar|ENSGALT00010036247.30;bVulGry|ENSGALT00010036247.19
cluster11845	3	O14734	GO:0016032; P:viral process; IEA:UniProtKB-KW	bGalGal|ENSGALP00010022199.1;bGypHim|ENSGALT00010038391.326;bVulGry|ENSGALT00010038391.19
cluster11846	3	Q8BJS4	GO:0030335; P:positive regulation of cell migration; IMP:UniProtKB	bGalGal|ENSGALP00010022214.1;bGypHim|ENSGALT00010038410.17;bVulGry|ENSGALT00010038410.1
cluster11847	3	O57401	GO:0006355; P:regulation of transcription, DNA-templated; IBA:GO_Central	bGalGal|ENSGALP00010022299.1;bGypHim|ENSGALT00010038537.155;bVulGry|ENSGALT00010038537.50
cluster11848	3	A2RU54	GO:0048026; P:positive regulation of mRNA splicing, via spliceosome; IEA:Ensembl	bGalGal|ENSGALP00010022358.1;bGypBar|ENSGALT00010038645.4;bVulGry|ENSGALT00010038645.5
